Name,Title,Id,Listing URL,Price,Qualifier,City,Beds,Baths,Bedrooms,Average Rating,Number of Reviews,Cleaning Fee,Airbnb Service Fee,Total Charged for Stay,Early Bird Discount,Can Instant Book,Cleanliness Rating,Original Price,Discounted Price,Accessibility Label,Main Message,Listing Type,Room Type Category,Latitude,Longitude,Locale,More Details,Date Scraped,Total Nights (Search Input),Check-in Date (Search Input),Check-out Date (Search Input),# of Adults (Search Input),Search Query,Subtitle,Guests (Premium Data),Data as Of (Premium Data),Data Start Date (for 30 Day Intervals) (Premium Data),% Booked 1st 30 Days (Premium Data),% Booked Days 31-60 (Premium Data),% Booked Days 61-90 (Premium Data),Data Start Date (for Months) (Premium Data),Month 1 (Premium Data),% Booked in Month 1 (Premium Data),Month 2 (Premium Data),% Booked in Month 2 (Premium Data),Month 3 (Premium Data),% Booked in Month 3 (Premium Data),Data Start Date (for Reviews) (Premium Data),Past Year's # of Reviews (Premium Data)
"Comfortable Private Space","Place to stay in  Bronx","599411803159805553","https://www.airbnb.com/rooms/599411803159805553","$114","per night","","","1","1","5","28","","","","","No","","","","$114 per night","","REGULAR","private_room",40.85597,-73.89897,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Comfy, sunny, private, full-floor NYC guest suite","Room in New York City","582137289665171294","https://www.airbnb.com/rooms/582137289665171294","$225","per night","","1","1","1","4.99","84","","","","","No","4.9","","","$225 per night","","REGULAR","private_room",40.77728,-73.90633,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Charming apt with easy access to NYC","Apartment in Hoboken","895914353786812961","https://www.airbnb.com/rooms/895914353786812961","$159","per night","","1","1","1","4.93","27","","","","","No","4.8","$195","$159","$159 per night, originally $195","1 queen bed","REGULAR","entire_home",40.74453,-74.02864,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Minimalism Studio -to NYC by Bus","Apartment in Cliffside Park","766810675275159418","https://www.airbnb.com/rooms/766810675275159418","$105","per night","","","1","1","5","31","","","","","No","4.9","","","$105 per night","","REGULAR","entire_home",40.80833,-73.99531,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Clean, Cool ,Cozy Bushwick room","Room in Brooklyn","804194","https://www.airbnb.com/rooms/804194","$130","per night","","1","1","","4.96","69","","","","","No","","","","$130 per night","","REGULAR","private_room",40.7072505,-73.9399195,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Petite Cottage","Guesthouse in East Meadow","11237174","https://www.airbnb.com/rooms/11237174","$95","per night","","2","1","1","4.95","138","","","","","No","","$105","$95","$95 per night, originally $105","2 beds","REGULAR","entire_home",40.71872,-73.54634,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Lovely Suite private bath by Metro & Industry City","Room in Brooklyn","617499038697675576","https://www.airbnb.com/rooms/617499038697675576","$134","per night","","1","1","1","4.94","140","","","","","No","","","","$134 per night","","REGULAR","private_room",40.65653,-74.00497,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Adorable 1 bedroom in Upper East Side New.","Guesthouse in New York","691173081458173580","https://www.airbnb.com/rooms/691173081458173580","$135","per night","","","1","1","4.88","58","","","","","No","4.9","","","$135 per night","","REGULAR","private_room",40.78771,-73.95246,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private room","Place to stay in North Bergen","1105266722710539253","https://www.airbnb.com/rooms/1105266722710539253","$80","per night","","","1","1","5","8","","","","","No","","","","$80 per night","","REGULAR","private_room",40.80866972885622,-74.00486803324024,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"★ MASTER Room with PRIVATE entrance ★","Apartment in Jersey City","26561798","https://www.airbnb.com/rooms/26561798","$129","per night","","1","1","1","4.88","172","","","","","No","4.9","","","$129 per night","1 queen bed","REGULAR","entire_home",40.71991,-74.04745,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Uptown Chic - Hoboken-No check out chores!","Apartment in Hoboken","15718486","https://www.airbnb.com/rooms/15718486","$156","per night","","1","1","1","4.87","404","","","","","No","4.9","","","$156 per night","1 queen bed","REGULAR","entire_home",40.75384,-74.02626,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Brooklyn Private Cozy Artistic Haven","Apartment in Brooklyn","1065123350709282894","https://www.airbnb.com/rooms/1065123350709282894","$286","per night","","1","1","1","4.95","22","","","","","No","4.9","","","$286 per night","1 bed","REGULAR","entire_home",40.702212759885626,-73.92628514049039,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private Bedroom in Victorian Harlem Mansion","Room in New York","41840320","https://www.airbnb.com/rooms/41840320","$139","per night","","1","1","1","4.9","88","","","","","No","","","","$139 per night","","REGULAR","private_room",40.82405,-73.94603,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Huge bedroom & luxury bath in Jackson Heights","Room in New York City","587034845529468111","https://www.airbnb.com/rooms/587034845529468111","$140","per night","","1","1","","4.95","82","","","","","No","","","","$140 per night","","REGULAR","private_room",40.75225,-73.88404,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Luxury apt near Hudson Yards and Times Square","Apartment in New York","987082797213735421","https://www.airbnb.com/rooms/987082797213735421","$499","per night","","","1","1","5","16","","","","","No","","","","$499 per night","","REGULAR","entire_home",40.76121,-73.99914,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"2 Bedroom Apartment - Long Island, NY","Apartment in East Meadow","45994865","https://www.airbnb.com/rooms/45994865","$178","per night","","2","1","2","4.98","101","","","","","No","","","","$178 per night","2 queen beds","REGULAR","entire_home",40.71784973144531,-73.54309844970703,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"New Sunshine Room in 2Fam house for Avid Travelers","Room in New York City","22109870","https://www.airbnb.com/rooms/22109870","$83","per night","","1","1","1","5","54","","","","","No","4.9","","","$83 per night","","REGULAR","private_room",40.73728,-73.924853,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Morris Park area(very close to Jacobi Hospital","Room in Bronx","53414148","https://www.airbnb.com/rooms/53414148","$142","per night","","1","1","1","4.96","78","","","","","No","","","","$142 per night","","REGULAR","private_room",40.85286,-73.8472,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"OceanBreeze","Room in Jersey City","1097962099821862826","https://www.airbnb.com/rooms/1097962099821862826","$58","per night","","1","","","4.75","4","","","","","No","","","","$58 per night","","REGULAR","private_room",40.710764199395925,-74.07635915048678,"en","","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Central Park Private Studio Apt (W 55th St)","Apartment in New York","1089185287870789418","https://www.airbnb.com/rooms/1089185287870789418","$248","per night","","1","1","1","5","5","","","","","No","4.8","","","$248 per night","1 double bed","REGULAR","entire_home",40.76247452219402,-73.98241760794086,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Luxurious  *NO SMOKING* NO PARTY*","Room in The Bronx","37325442","https://www.airbnb.com/rooms/37325442","$80","per night","","1","2","1","4.91","140","","","","","No","4.9","$94","$80","$80 per night, originally $94","","REGULAR","private_room",40.86237,-73.85278,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"A cozy spot in Bedstuy for women traveling solo","Room in Brooklyn","734217966968048115","https://www.airbnb.com/rooms/734217966968048115","$109","per night","","1","1","1","4.93","44","","","","","No","","","","$109 per night","","REGULAR","private_room",40.6826774,-73.95034439999999,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Modern Manhattan/Harlem stay. Close to everything!","Room in New York","35254823","https://www.airbnb.com/rooms/35254823","$170","per night","","1","1","1","4.93","173","","","","","No","","","","$170 per night","","REGULAR","private_room",40.80131,-73.94584,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private Room in Beautiful Bushwick Duplex","Room in Brooklyn","932893071035345056","https://www.airbnb.com/rooms/932893071035345056","$158","per night","","1","2","","5","9","","","","","No","","","","$158 per night","","REGULAR","private_room",40.6868,-73.91721,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"BOHO SUITE: 42nd Timesquare 25 mins w/kitchenette","Place to stay in New York City","53111020","https://www.airbnb.com/rooms/53111020","$132","per night","","1","1","1","4.96","104","","","","","No","","","","$132 per night","1 queen bed","REGULAR","private_room",40.74488,-73.88291,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private Room within literal minutes of Everything!","Room in Brooklyn","53817985","https://www.airbnb.com/rooms/53817985","$65","per night","","","1","1","4.84","37","","","","","No","4.6","","","$65 per night","","REGULAR","private_room",40.67669,-73.96041,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private/Large Room in Manhattan,15 min to Midtown.","Room in New York","46582283","https://www.airbnb.com/rooms/46582283","$198","per night","","1","1","1","4.92","249","","","","","No","","$250","$198","$198 per night, originally $250","","REGULAR","private_room",40.80462,-73.94609,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Charming cozy Fort Greene","Apartment in Brooklyn","610745546680973191","https://www.airbnb.com/rooms/610745546680973191","$325","per night","","1","1","1","5","72","","","","","No","","","","$325 per night","1 queen bed","REGULAR","entire_home",40.69132,-73.97325,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Beautiful Brownstone 1BR apt in Bedstuy-Brooklyn","Apartment in Brooklyn","50154380","https://www.airbnb.com/rooms/50154380","$264","per night","","2","1","1","4.92","145","","","","","No","","","","$264 per night","2 beds","REGULAR","entire_home",40.68364,-73.94448,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"East Village, Private room with access to garden","Room in Manhattan","17157615","https://www.airbnb.com/rooms/17157615","$171","per night","","1","2","1","4.83","196","","","","","No","","","","$171 per night","","REGULAR","private_room",40.7247,-73.98756,"en","Superhost","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Peaceful Greenpoint","Room in Brooklyn","52578551","https://www.airbnb.com/rooms/52578551","$184","per night","","1","1","1","4.96","72","","","","","No","4.9","","","$184 per night","","REGULAR","private_room",40.73011,-73.95697,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cuencanita Rooms","Room in New York City","972805172969056732","https://www.airbnb.com/rooms/972805172969056732","$33","per night","","","1","","4.87","15","","","","","No","4.9","","","$33 per night","","REGULAR","private_room",40.76013,-73.88593,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy apartment 10mins From NYC","Apartment in North Bergen","12365238","https://www.airbnb.com/rooms/12365238","$125","per night","","","1","1","4.97","319","","","","","No","","","","$125 per night","","REGULAR","entire_home",40.79655,-73.99994,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy Room w/ Private Bath","Room in Brooklyn","1020302460310493937","https://www.airbnb.com/rooms/1020302460310493937","$154","per night","","","2","","5","32","","","","","No","","","","$154 per night","","REGULAR","private_room",40.677328069566,-73.92008959558578,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"*THE ROOM IS PRIVATE. HUNGRY FOR A KITCHEN ?*","Room in New York City","16965094","https://www.airbnb.com/rooms/16965094","$123","per night","","1","1","1","4.95","180","","","","","No","","","","$123 per night","","REGULAR","private_room",40.745543179319306,-73.88279958097836,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Simply Brooklyn Apt#3","Apartment in Brooklyn","772725658656025875","https://www.airbnb.com/rooms/772725658656025875","$262","per night","","1","1","1","4.92","50","","","","","No","4.9","","","$262 per night","1 queen bed","REGULAR","entire_home",40.6844586,-73.98003720000001,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Modern and Cozy suite in the heart of Williamsburg","Guest suite in Brooklyn","40158019","https://www.airbnb.com/rooms/40158019","$300","per night","","1","1","1","4.95","175","","","","","No","","","","$300 per night","1 queen bed","REGULAR","private_room",40.71327,-73.96523,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy and simple","Room in East Meadow","21006509","https://www.airbnb.com/rooms/21006509","$80","per night","","1","1","1","5","73","","","","","No","","","","$80 per night","","REGULAR","private_room",40.71716,-73.53808,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Perfect Times Square / Theater District Getaway","Apartment in New York","685564875961954959","https://www.airbnb.com/rooms/685564875961954959","$399","per night","","1","1","1","4.94","71","","","","","No","","","","$399 per night","1 queen bed","REGULAR","entire_home",40.76077,-73.98913,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Lance & Wanda's Crown Heights Chic & Central","Place to stay in Brooklyn","45623054","https://www.airbnb.com/rooms/45623054","$203","per night","","","1","1","4.98","122","","","","","No","","","","$203 per night","","REGULAR","private_room",40.67177,-73.94899,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Spacious Room Near Times Square!","Room in Weehawken","952355268871303382","https://www.airbnb.com/rooms/952355268871303382","$81","per night","","1","1","1","5","18","","","","","No","","$100","$81","$81 per night, originally $100","","REGULAR","private_room",40.766505528190045,-74.02594026270002,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Eden, dream high-end home in NYC","Apartment in New York","862648661131276981","https://www.airbnb.com/rooms/862648661131276981","$586","per night","","1","1","1","4.99","76","","","","","No","4.9","$743","$586","$586 per night, originally $743","1 queen bed","REGULAR","entire_home",40.75071961952381,-73.99581706869427,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Eco-friendly Apartment. in Cozy home pvt entrance.","Home in Long Island","896577097062776230","https://www.airbnb.com/rooms/896577097062776230","$135","per night","","","1","1","4.98","133","","","","","No","","","","$135 per night","","REGULAR","entire_home",40.70136,-73.59359,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Best of the west! Sunny,quiet&huge! Ideal location","Condo in New York","21366948","https://www.airbnb.com/rooms/21366948","$395","per night","","1","1","1","4.91","105","","","","","No","4.9","","","$395 per night","1 queen bed","REGULAR","entire_home",40.7854265,-73.9722245,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"A Private Garden Getaway Minutes From Manhattan","Apartment in Jersey City","31623297","https://www.airbnb.com/rooms/31623297","$161","per night","","1","1","","4.96","195","","","","","No","4.9","","","$161 per night","1 queen bed","REGULAR","entire_home",40.71951,-74.04915,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Luxury Guestroom w/Private Bathroom &Own Entrance","Place to stay in Brooklyn","15250033","https://www.airbnb.com/rooms/15250033","$139","per night","","2","1","1","4.93","138","","","","","No","","","","$139 per night","2 beds","REGULAR","private_room",40.65841,-73.95942,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Gorgeous Private Space in Brownstone","Place to stay in Brooklyn","11753760","https://www.airbnb.com/rooms/11753760","$143","per night","","1","1","1","4.9","311","","","","","No","4.8","","","$143 per night","1 queen bed","REGULAR","private_room",40.66866,-73.98605,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private 2FL Apartment in the Heart of Mineola, NY","Guesthouse in Mineola","38993769","https://www.airbnb.com/rooms/38993769","$87","per night","","","1","1","5","7","","","","","No","","$105","$87","$87 per night, originally $105","","REGULAR","entire_home",40.7481543,-73.6262405,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Centrally Located-Renovated apt 20min to Manhattan","Apartment in Hoboken","1069880644323699418","https://www.airbnb.com/rooms/1069880644323699418","$165","per night","","","1","2","5","3","","","","","No","","$207","$165","$165 per night, originally $207","","REGULAR","entire_home",40.7407393,-74.0319343,"en","Superhost","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Charming  Double Room in VictorianTown House","Room in Brooklyn","866020391538719699","https://www.airbnb.com/rooms/866020391538719699","$103","per night","","1","1","1","5","29","","","","","No","","","","$103 per night","","REGULAR","private_room",40.640595,-73.9635946,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"A Bright Spot In Brooklyn","Guesthouse in Brooklyn","750938225856054796","https://www.airbnb.com/rooms/750938225856054796","$225","per night","","3","1","2","4.95","74","","","","","No","","","","$225 per night","3 beds","REGULAR","private_room",40.64382577075339,-74.0158490821652,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Hidden Gem","Apartment in Lynbrook","961009323237262620","https://www.airbnb.com/rooms/961009323237262620","$190","per night","","2","1","2","4.95","22","","","","","No","","","","$190 per night","2 beds","REGULAR","entire_home",40.65179333104881,-73.65804598170635,"da","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Modern Space w/ Private Bath","Room in Brooklyn","1008684865225089784","https://www.airbnb.com/rooms/1008684865225089784","$183","per night","","1","1","1","5","39","","","","","No","","$212","$183","$183 per night, originally $212","","REGULAR","private_room",40.677566494300635,-73.90605375276546,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"2 bed 2bath @Hudso Yards&TimeSq - New","Apartment in New York","985785104885564413","https://www.airbnb.com/rooms/985785104885564413","$750","per night","","2","2","2","5","18","","","","","No","","$850","$750","$750 per night, originally $850","2 beds","REGULAR","entire_home",40.75974,-73.99866,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy & Comfy Brooklyn Abode","Room in Brooklyn","1142715650032375010","https://www.airbnb.com/rooms/1142715650032375010","$118","per night","","","1","1","","","","","","","No","","","","$118 per night","","REGULAR","private_room",40.718247186090885,-73.94143860787153,"en","","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"NYC Spacious & Cozy Oasis in Harlem","Room in New York","42338062","https://www.airbnb.com/rooms/42338062","$185","per night","","1","1","1","4.92","170","","","","","No","","","","$185 per night","","REGULAR","private_room",40.80801,-73.95139,"en","Superhost","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Elegant Private Studio  in Luxury Townhome.","Guest suite in New York","658760978030704860","https://www.airbnb.com/rooms/658760978030704860","$290","per night","","1","1","1","4.88","33","","","","","No","","","","$290 per night","1 bed","REGULAR","entire_home",40.74752,-73.97795,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy Loft Apartment in Central Greenwich","Apartment in Greenwich","42588228","https://www.airbnb.com/rooms/42588228","$181","per night","","1","1","1","4.95","137","","","","","No","","","","$181 per night","1 queen bed","REGULAR","entire_home",41.04544,-73.6084,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Sunlit studio","Place to stay in Brooklyn","50060238","https://www.airbnb.com/rooms/50060238","$106","per night","","1","1","1","4.97","31","","","","","No","","","","$106 per night","1 queen bed","REGULAR","private_room",40.57706,-74.01059,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Jessie's Dream Catcher","Guest suite in New York City","659524468137662241","https://www.airbnb.com/rooms/659524468137662241","$150","per night","","2","1","1","4.98","48","","","","","No","","","","$150 per night","2 beds","REGULAR","entire_home",40.7364632,-73.9021099,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Comfy and very spacious apartment!","Apartment in Glen Cove","20208067","https://www.airbnb.com/rooms/20208067","$118","per night","","1","1","1","4.95","148","","","","","No","","","","$118 per night","1 queen bed","REGULAR","entire_home",40.85828,-73.59832,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Zen in Brooklyn!","Room in Brooklyn","850972829284174961","https://www.airbnb.com/rooms/850972829284174961","$120","per night","","1","1","1","4.91","35","","","","","No","","","","$120 per night","","REGULAR","private_room",40.65571,-74.00044,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore","Room in New Brunswick","4807875","https://www.airbnb.com/rooms/4807875","$55","per night","","1","1","1","4.9","782","","","","","No","","","","$55 per night","","REGULAR","private_room",40.48695,-74.40982,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Historic District - Doctor's Row Renovated Flat","Apartment in Jersey City","9433856","https://www.airbnb.com/rooms/9433856","$160","per night","","1","1","1","4.98","161","","","","","No","","","","$160 per night","1 queen bed","REGULAR","entire_home",40.72239,-74.07806,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Elegant room in downtown Bk & 10 min. to Manhattan","Room in Brooklyn","842876131443629692","https://www.airbnb.com/rooms/842876131443629692","$129","per night","","1","1","1","4.9","29","","","","","No","4.8","","","$129 per night","","REGULAR","private_room",40.6853877,-73.9705027,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Spacious & Bright Downtown Jersey City Apartment","Apartment in Jersey City","37742859","https://www.airbnb.com/rooms/37742859","$116","per night","","1","1","1","4.92","135","","","","","No","4.9","","","$116 per night","1 queen bed","REGULAR","entire_home",40.7224,-74.04668,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Luxury One-Bed Near TimesSqaure/Hudson Yards","Apartment in New York","1011671839049790595","https://www.airbnb.com/rooms/1011671839049790595","$509","per night","","1","1","1","5","12","","","","","No","","","","$509 per night","1 king bed","REGULAR","entire_home",40.75318608678101,-73.9954185682487,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Shu's House (3 BR)","Home in Staten Island","907088727200673307","https://www.airbnb.com/rooms/907088727200673307","$121","per night","","2","1","3","4.96","28","","","","","No","4.9","","","$121 per night","2 beds","REGULAR","entire_home",40.59318,-74.07662,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy Room | By 2/5/Q Trains | 286Mbps Wifi","Room in Brooklyn","948380746612788025","https://www.airbnb.com/rooms/948380746612788025","$147","per night","","1","1","1","5","11","","","","","No","","","","$147 per night","","REGULAR","private_room",40.62228054464513,-73.94631016682322,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Plantastic Brooklyn Oasis","Room in Brooklyn","23438247","https://www.airbnb.com/rooms/23438247","$150","per night","","1","1","1","4.96","373","","","","","No","4.8","","","$150 per night","","REGULAR","private_room",40.7051,-73.94055,"es","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy room in Astoria, quick trip to Times Square","Room in New York City","52692555","https://www.airbnb.com/rooms/52692555","$130","per night","","1","1","1","4.98","41","","","","","No","","","","$130 per night","","REGULAR","private_room",40.77484,-73.9169,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cute private apt Jersey City (NYC area no smoking)","Apartment in Jersey City","2879634","https://www.airbnb.com/rooms/2879634","$90","per night","","1","1","1","4.85","305","","","","","No","4.8","","","$90 per night","1 queen bed","REGULAR","entire_home",40.71159,-74.06034,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Modern Duplex Brownstone Townhouse in Brooklyn","Condo in Brooklyn","984843626459844191","https://www.airbnb.com/rooms/984843626459844191","$494","per night","","","2","1","4.93","15","","","","","No","","$575","$494","$494 per night, originally $575","","REGULAR","entire_home",40.69026709464736,-73.9296727596866,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Private Room in Authentic Luxury Loft","Place to stay in Brooklyn","28667823","https://www.airbnb.com/rooms/28667823","$94","per night","","1","1","1","4.9","62","","","","","No","","","","$94 per night","1 queen bed","REGULAR","private_room",40.71715,-73.94666,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
"Cozy & Eclectic Bronx Apartment!","Room in Bronx","50797765","https://www.airbnb.com/rooms/50797765","$125","per night","","1","1","1","4.84","44","","","","","No","","","","$125 per night","","REGULAR","private_room",40.86398,-73.84999,"en","Guest favorite","May 5, 24","5","","","","New York City, NY","","","","","","","","","","","","","","","",""
